"node_id","parent_id","domain","node_type","title_ru","outcome","safety_class","execution_policy","prerequisite_node_ids","source_package_ids","materials_tools_state","instrument_ids","measurement_acceptance","calibration_reference","drawings_bom_state","localization_state","waste_storage","stop_conditions","maintenance_spares","successor_proof","evidence_required","evidence_state","capability_status","release_gate","notes","release_version"
"TD-PORTUGAL-SEEDS","TD-PORTUGAL","PORTUGAL","GOVERNANCE","Семена; сорта; plant health и pesticides","Иметь измеримую и проверяемую способность: семена; сорта; plant health и pesticides","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-PORTUGAL-LIVESTOCK","TD-PORTUGAL","PORTUGAL","GOVERNANCE","Животные; welfare; slaughter и ветеринарные нормы","Иметь измеримую и проверяемую способность: животные; welfare; slaughter и ветеринарные нормы","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-PORTUGAL-FUEL","TD-PORTUGAL","PORTUGAL","GOVERNANCE","Хранение топлива и пожарные ограничения","Иметь измеримую и проверяемую способность: хранение топлива и пожарные ограничения","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-PORTUGAL-RADIO","TD-PORTUGAL","PORTUGAL","GOVERNANCE","Радио; частоты; мощность и лицензии","Иметь измеримую и проверяемую способность: радио; частоты; мощность и лицензии","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-PORTUGAL-BUILD","TD-PORTUGAL","PORTUGAL","GOVERNANCE","Разрешения; проекты и professional sign-off","Иметь измеримую и проверяемую способность: разрешения; проекты и professional sign-off","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-PORTUGAL-PROTECTED","TD-PORTUGAL","PORTUGAL","GOVERNANCE","Охраняемые земли; побережье и ограничения","Иметь измеримую и проверяемую способность: охраняемые земли; побережье и ограничения","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-PORTUGAL-HAZARDS","TD-PORTUGAL","PORTUGAL","SITE_DATA","Пожар; засуха; жара; наводнение; цунами и землетрясение","Иметь измеримую и проверяемую способность: пожар; засуха; жара; наводнение; цунами и землетрясение","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-PORTUGAL-MUNICIPIO","TD-PORTUGAL","PORTUGAL","SITE_DATA","Конкретные município; freguesia; адрес и checked date","Иметь измеримую и проверяемую способность: конкретные município; freguesia; адрес и checked date","S1_LOW_RISK_HOUSEHOLD","HOUSEHOLD_S1_AFTER_GATE","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-PORTUGAL-OFFLINE","TD-PORTUGAL","PORTUGAL","KNOWLEDGE","Локальные копии; права; язык и дата проверки","Иметь измеримую и проверяемую способность: локальные копии; права; язык и дата проверки","S1_LOW_RISK_HOUSEHOLD","HOUSEHOLD_S1_AFTER_GATE","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-PORTUGAL","TD-ROOT","PORTUGAL","OUTCOME","Португалия: право; службы; карты и конкретная площадка","Иметь измеримую и проверяемую способность: португалия: право; службы; карты и конкретная площадка","S1_LOW_RISK_HOUSEHOLD","HOUSEHOLD_S1_AFTER_GATE","TD-BASE|TD-PORTUGAL-112|TD-PORTUGAL-SNS24|TD-PORTUGAL-CIAV|TD-PORTUGAL-MUNICIPAL-PC|TD-PORTUGAL-HOSPITAL|TD-PORTUGAL-WATER-UTILITY|TD-PORTUGAL-LABS|TD-PORTUGAL-ANEPC|TD-PORTUGAL-IPMA|TD-PORTUGAL-APA|TD-PORTUGAL-ICNF|TD-PORTUGAL-DGAV|TD-PORTUGAL-INIAV|TD-PORTUGAL-DGT|TD-PORTUGAL-ENERGY|TD-PORTUGAL-ANACOM|TD-PORTUGAL-IMT|TD-PORTUGAL-ASAE|TD-PORTUGAL-LAW|TD-PORTUGAL-WASTE|TD-PORTUGAL-PDM|TD-PORTUGAL-WATER-RIGHTS|TD-PORTUGAL-RAIN-REUSE|TD-PORTUGAL-SEPTIC|TD-PORTUGAL-BURN|TD-PORTUGAL-FORESTRY|TD-PORTUGAL-SEEDS|TD-PORTUGAL-LIVESTOCK|TD-PORTUGAL-FUEL|TD-PORTUGAL-RADIO|TD-PORTUGAL-BUILD|TD-PORTUGAL-PROTECTED|TD-PORTUGAL-HAZARDS|TD-PORTUGAL-MUNICIPIO|TD-PORTUGAL-OFFLINE","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Агрегат: обязательность дочерних узлов определяется technology-dependency-edges.csv","0.5-draft"
"TD-HEALTH-LONE-PERSON","TD-HEALTH","HEALTH","GOVERNANCE","Самопомощь; SOS и check-in для одного человека","Иметь измеримую и проверяемую способность: самопомощь; sos и check-in для одного человека","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-HEALTH-GEO-LANGUAGE","TD-HEALTH","HEALTH","PROCESS","Передача геолокации и языковая экстренная карточка","Иметь измеримую и проверяемую способность: передача геолокации и языковая экстренная карточка","S1_LOW_RISK_HOUSEHOLD","HOUSEHOLD_S1_AFTER_GATE","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-HEALTH-BLS-ADULT","TD-HEALTH","HEALTH","TRAINING","BLS/AED для взрослого по очному курсу","Иметь измеримую и проверяемую способность: bls/aed для взрослого по очному курсу","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-HEALTH-BLS-CHILD","TD-HEALTH","HEALTH","TRAINING","BLS/AED для ребёнка по очному курсу","Иметь измеримую и проверяемую способность: bls/aed для ребёнка по очному курсу","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-HEALTH-BLS-INFANT","TD-HEALTH","HEALTH","TRAINING","BLS для младенца по очному курсу","Иметь измеримую и проверяемую способность: bls для младенца по очному курсу","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-HEALTH-BLS-PREGNANCY","TD-HEALTH","HEALTH","TRAINING","Особенности BLS при беременности по очному курсу","Иметь измеримую и проверяемую способность: особенности bls при беременности по очному курсу","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-HEALTH-BLS-DROWNING","TD-HEALTH","HEALTH","TRAINING","Реанимация после утопления по очному курсу","Иметь измеримую и проверяемую способность: реанимация после утопления по очному курсу","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-HEALTH-AMPUTATION-IMPALED","TD-HEALTH","HEALTH","TRAINING","Ампутация; открытый перелом и застрявший предмет","Иметь измеримую и проверяемую способность: ампутация; открытый перелом и застрявший предмет","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-HEALTH-TRAUMA-CHEST","TD-HEALTH","HEALTH","KNOWLEDGE","Тяжёлая травма груди","Иметь измеримую и проверяемую способность: тяжёлая травма груди","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-HEALTH-TRAUMA-ABDOMEN","TD-HEALTH","HEALTH","KNOWLEDGE","Тяжёлая травма живота и таза","Иметь измеримую и проверяемую способность: тяжёлая травма живота и таза","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-HEALTH-TRAUMA-CRUSH-BLAST","TD-HEALTH","HEALTH","KNOWLEDGE","Crush и blast injury","Иметь измеримую и проверяемую способность: crush и blast injury","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-HEALTH-MOVE-HANDOVER","TD-HEALTH","HEALTH","TRAINING","Безопасное перемещение; повторная оценка и handover","Иметь измеримую и проверяемую способность: безопасное перемещение; повторная оценка и handover","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-HEALTH-BURN-THERMAL","TD-HEALTH","HEALTH","TRAINING","Термический ожог и красные флаги","Иметь измеримую и проверяемую способность: термический ожог и красные флаги","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-HEALTH-BURN-CHEMICAL","TD-HEALTH","HEALTH","TRAINING","Химический ожог и идентификация продукта","Иметь измеримую и проверяемую способность: химический ожог и идентификация продукта","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-HEALTH-BURN-ELECTRICAL","TD-HEALTH","HEALTH","KNOWLEDGE","Электрический ожог и скрытый риск","Иметь измеримую и проверяемую способность: электрический ожог и скрытый риск","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-HEALTH-EYE-CHEMICAL","TD-HEALTH","HEALTH","TRAINING","Химическое поражение глаза","Иметь измеримую и проверяемую способность: химическое поражение глаза","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-HEALTH-SMOKE-CO","TD-HEALTH","HEALTH","KNOWLEDGE","Дым; CO и ингаляционное поражение","Иметь измеримую и проверяемую способность: дым; co и ингаляционное поражение","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
